file_name,hypothesis,rule
JoF_2000_2021_full_text\205.txt,We hypothesize that the introduction of the Amazon Tax will lead to a decline in Amazon's sales and substitution to alternative retailers. An additional factor likely to facilitate customer migration from Amazon to alternative outlets is the low search cost of online shopping.,2
JoF_2000_2021_full_text\207.txt,"We can reject the hypothesis that the return reaction to surprises is equal to the reactions to or surprises, with a p‐value below 0.01.",5
JoF_2000_2021_full_text\208.txt,We hypothesize that persistent CIP deviations can be explained by the combination of constraints on financial intermediaries following the crisis and persistent international imbalances in investment demand and funding supply across currencies.,2
JoF_2000_2021_full_text\21.txt,Our working hypothesis is that dealer gross positions are more informative about expected aggregate returns at times when liquidity supply shocks have been the primary driver of dealer positions.,4
JoF_2000_2021_full_text\212.txt,"we reject the hypothesis that random effects are not appropriate (p‐values <0.001 across all specifications reported in Section IV). 16 Rather than analyze trader wealth by market, we could use total earnings across markets as our dependent variable.",5
JoF_2000_2021_full_text\214.txt,"We now evaluate the hypothesis that HMLm is redundant from a Bayesian perspective. Figure 3 shows results for the Bayesian intercept test on the other factors. As discussed earlier, the prior under the alternative follows a normal distribution with zero mean and standard deviation σα.",5
JoF_2000_2021_full_text\227.txt,"we hypothesize that high short‐selling risk is associated with less trading by short sellers, consistent with the predictions in D'Avolio (2002a and 2002b) and D'Avolio and Perold (2003). Second, consistent with models of limits to arbitrage (e.g.",2
JoF_2000_2021_full_text\227.txt,"we hypothesize that stocks with higher arbitrage risk, in this case short‐selling risk, exhibit greater mispricing.",2
JoF_2000_2021_full_text\227.txt,"we hypothesize that the impact of short‐selling risk is greater for trades with a longer expected holding horizon. Finally, we note that existing literature finds that short selling leads to improved price efficiency (Saffi and Sigurdsson (2011)).",2
JoF_2000_2021_full_text\227.txt,"we hypothesize that arbitrageurs may be less willing to short when future lending conditions are more uncertain and when the expected holding horizon is longer. As a result, short‐selling risk may impact returns, price efficiency, and trading volume.II.",2
JoF_2000_2021_full_text\228.txt,"nformation asymmetries between borrowers and lenders. If the propensity of borrowers to choose riskier projects ex post is larger when their equity claim is most volatile, then lenders should value their connections with borrowers’ executives during economic downturns.Therefore, from the borrower and the lender perspectives, personal lending relationships may be most valuable in economic downturns. To test this hypothesis",6
JoF_2000_2021_full_text\229.txt,"we hypothesize that promoting overdraft availability without mentioning price will change demand. Classically, rational consumers will have accurate perceptions of overdraft availability, at least on average, and should not respond.",2
JoF_2000_2021_full_text\229.txt,Our key hypothesis is that drawing attention to overdraft costs reduces demand for overdrafts.,4
JoF_2000_2021_full_text\229.txt,"Our main hypothesis is that drawing attention to the cost of overdrafting will depress demand for it. The motivation for this hypothesis comes from two key features of behavioral models of costly add‐ons like overdrafts. First, consumers tend to underestimate, and have limited/reactive attention to, add‐on costs.",4
JoF_2000_2021_full_text\238.txt,"we hypothesize that the coefficients on QInit and RatioQ should be positive, while the coefficients on CAR and ROA should be negative. Table II summarizes the results of the probit regression. Column (1) reports the estimated coefficients of the probit model and their standard errors.",2
JoF_2000_2021_full_text\243.txt,"our null hypothesis is that the average return is zero. The average return in the data is 0.04. Your prior odds ratio is 3/7, that is, you believe that the null is true with 30% probability.",4
JoF_2000_2021_full_text\243.txt,"our null hypothesis is that the variable Y is not predictable. We regress Y on X with 300 observations and find a “significant” coefficient with a t‐statistic of 2.6, which has a p‐value of 0.014. The MBF derived from this alternative (i.e., the estimated value of the coefficient) is 0.034 (exp[–2.62/2]).",4
JoF_2000_2021_full_text\243.txt,"we reject the hypothesis that the coin is fair. Notice, however, that the magnitude of the p‐value itself is not informative—the key is whether we are in the rejection region. However, I have described only one experiment. The result could be different in a second experiment.",5
JoF_2000_2021_full_text\246.txt,"We hypothesize that this is due to the significant informational advantage that mutual fund executives have relative to investors. In particular, firm executives know every trade a manager makes, as well as trades that the manager chooses not to make.",2
JoF_2000_2021_full_text\246.txt," affected by whether or not a manager chooses to be self‐employed.The firm's informational advantage presumably results from its unique ability to observe its own employees. Consequently, if private information plays an important role in the firm's decisions, we should expect internal capital allocation decisions to add more value than capital reallocations that result from managers changing firms. To test this hypothesis",6
JoF_2000_2021_full_text\25.txt,"We hypothesize that ceteris paribus, smaller firms in an industry and firms with lower analyst coverage should respond more to information disseminated by other firms. The second two subsamples of firms are chosen based on the timing aspect of information releases.",2
JoF_2000_2021_full_text\25.txt,we hypothesize that information released in the 10‐K and information released during the first half of the earnings cycle should be more material and informative compared to information released in the 10‐Q and the second half of the earnings cycle.,2
JoF_2000_2021_full_text\263.txt,"ers. Our turnover measure is not completely immune to fund flows though. If flows are nonpersistent, then some of our turnover is flow‐driven. Flow‐driven trading is fairly mechanical in that its timing is determined mostly by the fund's investors rather than the fund's manager. Therefore, flow‐driven turnover should exhibit a weaker relation to fund performance than our turnover measure, FundTurn. To test this hypothesis",6
JoF_2000_2021_full_text\269.txt,"we cannot reject the hypothesis that younger firms are more elastic than older firms. 18 As we discuss in Section A., our choice of a six‐year period is driven by the need to match the age bins provided by the QWI.",5
JoF_2000_2021_full_text\272.txt,"ement days, increasing the simple trading strategy's announcement‐day returns from 10.77 bps to 20.54 bps (with a t‐statistic of 4.17), together with an equally significant increase in the Sharpe ratio from 0.51 to 0.93. We also test whether announcements by the Federal Reserve exert a unique impact on exchange rates, or whether similar patterns can be observed for other central bank announcements. To test this hypothesis",6
JoF_2000_2021_full_text\273.txt,We hypothesize that prearranged trades with customers should be especially common for SPs that are difficult to hedge with TBA sales.,2
JoF_2000_2021_full_text\278.txt,"Our hypothesis is that , that is, conditional on default, the probability that a retained mortgage is foreclosed is negatively related to the lender's share of outstanding mortgages in a census tract, .",4
JoF_2000_2021_full_text\278.txt,we cannot reject the hypothesis that the effect of is mitigated in highly desirable zip codes. D. Mechanisms: Mortgage Modifications and DefaultsWe also test whether the lower incidence of foreclosures is attained through lenders' willingness to renegotiate defaulting mortgages.,5
JoF_2000_2021_full_text\282.txt,We hypothesize that the spillover effects resulting from a loss of analyst coverage for a subset of firms ultimately affects the quality of research produced in an entire industry along dimensions such as aggregate forecast quality and informativeness. Because changes in the scope of the sell‐side analyst industry (i.,2
JoF_2000_2021_full_text\29.txt,"we hypothesize that the effects of Bestfoods concentrate in parents with existing environmental liabilities and those that are close to financial distress. Third, we examine heterogeneity based on compensation incentives.",2
JoF_2000_2021_full_text\29.txt,"we hypothesize that a decrease in left tail risk via stronger parent liability protections has a particularly strong effect for managers with convex payoffs. However, in Table IA.",2
JoF_2000_2021_full_text\29.txt,"We hypothesize that the effects of Bestfoods concentrate in firms with environmental liabilities because, all else equal, such firms are closer to default and may view investment in pollution abatement as having a higher short‐term value if directed toward immediate financing needs.",2
JoF_2000_2021_full_text\29.txt,"we hypothesize that parents with relatively high risk of distress may disproportionately respond to Bestfoods because of their incentives to shift harm to other stakeholders. To test this idea, we repeat the analysis from Table XI but analyze firms with above/below‐median parent unlevered Z‐scores in 1997.",2
JoF_2000_2021_full_text\29.txt,"we hypothesize that a decrease in left tail risk via stronger parent liability protections will have a particularly strong effect for managers with convex payoffs. To measure payoff convexity, we use the average vega (i.e., dollar change in compensation for a 0.",2
JoF_2000_2021_full_text\291.txt,We test the hypothesis that forecasts issued by these expert analysts are more accurate.,5
JoF_2000_2021_full_text\294.txt,n is important. An alternative explanation is that high‐quality teams have attractive outside options and can therefore credibly signal the quality of the idea. We find evidence that human capital is important at least in part due to the operational capabilities and expertise of the founders.Consider the null hypothesis in which team matters only because it provides a signal of the underlying idea. To test this hypothesis,6
JoF_2000_2021_full_text\294.txt,"gated into founders’ prior work experience, their educational background, and whether they have experience in the start‐up's industry. Only founders’ education shows up weakly statistically significance at the 10% level, though lack of power is an issue. The education result raises the question of whether investors click simply because they are curious about what their entrepreneur peers are doing. To test this hypothesis",6
JoF_2000_2021_full_text\296.txt,"Our first hypothesis is that business cycles (i.e., shocks to aggregate GDP) affect wages in an area more if in aggregate the industries that operate in that market are prone to business cycle shocks (i.e., if the area has a high local beta). We derive this prediction theoretically in equation 8.",4
JoF_2000_2021_full_text\296.txt,"et. We then study the relationship between local beta and firms' risk and returns.A. Local Factor PricesOur first hypothesis is that business cycles (i.e., shocks to aggregate GDP) affect wages in an area more if in aggregate the industries that operate in that market are prone to business cycle shocks (i.e., if the area has a high local beta). We derive this prediction theoretically in equation 8. To test this hypothesis",6
JoF_2000_2021_full_text\297.txt,"Hypothesis 1 can only invalidate the frictionless model—it does not constitute direct evidence of infrequent rebalancing. Still, infrequent rebalancing offers a plausible explanation that seems difficult to obtain with other theories. Furthermore, variation in average returns across days of the week does not gen",3
JoF_2000_2021_full_text\297.txt,"Hypothesis 1 is rejected at the 1% level with a t‐statistic of 3.61. Neglected stocks do not drive the results; the shift at lag five is weak for low turnover stocks. Moreover, the regression coefficients tend to be lower in absolute value for high turnover stocks, indicating smaller reversal for these stocks. T",3
JoF_2000_2021_full_text\298.txt,"we cannot reject the hypothesis that this covariance is zero. We reach a similar conclusion when we focus on the correlation between consumption growth and inflation. While the point estimate of this correlation is 0.41, the standard error is 0.20 (see Table XI).",5
JoF_2000_2021_full_text\298.txt,"we cannot reject the hypothesis that this correlation is close to zero. The correlation for the sample period considered by Piazzesi and Schneider (2007), 1952 to 2006, is −0.27 with a standard error of 0.14. The number for the sample period considered by Wachter (2006), 1952 to 2004, is −0.27 with a standard error of 0.14.",5
JoF_2000_2021_full_text\298.txt,"We cannot reject the hypothesis that the one‐year correlation is close to zero. In all cases, the correlations are not statistically different from zero. For the postwar period, the point estimates are negative for the one‐ and five‐year correlations but positive for the 10‐ and 20‐year correlations.",5
JoF_2000_2021_full_text\300.txt,"We hypothesize that if the Agreement affected the Superstore's likelihood of purchasing from an external supplier, its effects on Treated firms should be more pronounced for those products for which all suppliers that were unaffected by it had a higher market share.",2
JoF_2000_2021_full_text\300.txt,"We hypothesize that trade credit should be least valuable for perishable food items. Given the short product shelf life of perishables, the buyer should be able to assess quality in fewer than 30 days.",2
JoF_2000_2021_full_text\300.txt,"we hypothesize that trade credit is most valuable for durable products, which are purchased less frequently by consumers, tend to be more differentiated across suppliers, and have a longer product life.",2
JoF_2000_2021_full_text\300.txt,We thus hypothesize that incentive problems should be most severe for firms that cannot factor their receivables. We test this conjecture by running regression 5 after replacing the interaction variable with a dummy that indicates whether firms factored their receivables.,2
JoF_2000_2021_full_text\300.txt,"we cannot reject the hypothesis that the total effect () for more exclusive relationships is different from zero. These results demonstrate that, while the average Treated firm is likely to lose business with the Superstore after the Agreement, some Treated firms are able to maintain (or increase) their trading relationships.",5
JoF_2000_2021_full_text\309.txt,"Hypothesis 1: The average realized spread generated by standing limit orders is decreasing in take fees. Some argue that liquidity rebates, when passed through to investors, provide compensation for the increased costs associated with displaying limit orders on high‐fee venues. To evaluate this argument within t",3
JoF_2000_2021_full_text\309.txt,"Hypothesis 2a: If there are no cleanup costs associated with unfilled limit orders and investors are indifferent to the venue on which their orders are displayed, the average cum‐rebate realized spread generated by similarly priced limit orders is equal across high‐ and low‐fee venues. Setting the expected cum‐re",3
JoF_2000_2021_full_text\309.txt,"Hypothesis 2b: If investors replace unfilled limit orders with marketable orders and are indifferent to the venue on which their orders are displayed, the average cum‐rebate realized spread generated by similarly priced limit orders is increasing in take fee. B.2. Broker Routing Decisions in the Presence of Make‐",3
JoF_2000_2021_full_text\309.txt,"Hypothesis 1 suggests that limit order execution quality is negatively related to take fees. As an initial test of this hypothesis, Table IV provides several univariate statistics on execution quality for displayed at‐the‐quote limit orders by venue. We focus on at‐the‐quote orders, as it is difficult to control",3
JoF_2000_2021_full_text\309.txt,"Hypothesis 2b and suggests that smart order routers can be used by committed investors to manage the tradeoff between obtaining higher fill rates and generating higher liquidity rebates.E. CaveatsThe advantage of our proprietary data is that they allow us to study orders and, therefore, compute fill rates and fil",3
JoF_2000_2021_full_text\309.txt,"Hypothesis 1 and our proprietary order data results, we find that average realized spreads are generally decreasing in take fees. The BX, with a take rebate of $0.14 per 100, has an average realized spread of $0.0074. In contrast, the three venues charging the maximum permissible take fee have average realized s",3
JoF_2000_2021_full_text\310.txt,"Hypothesis 1 directly, we use difference‐in‐difference (d‐i‐d) specifications:Our main independent variable is now the interaction between our business ties measures and the dummy variable , which is equal to one if proposal p at firm i at time t is sponsored by a shareholder and zero if it is sponsored by manag",3
JoF_2000_2021_full_text\310.txt,Hypothesis 2 via an approach similar to that in (2a) to (2c) in which our main dependent variable is now the interaction between our measure of business ties and a dummy variable that is equal to one if proposal p at firm i at time t is a contested proposal in the relevant category and zero if it is sponsored by,3
JoF_2000_2021_full_text\310.txt,"Hypothesis 2 using shareholder proposals as the control group. To do so, we restrict the sample to shareholder proposals and replace our previous interaction term by the interaction between our business ties measure and a dummy variable that is equal to one if proposal p at firm i at time t is a contested propos",3
JoF_2000_2021_full_text\310.txt,"Hypothesis 2 would hold even without it. 24 We also ran our regressions for specifications (2a) to (2c) with a series of two‐dimensional fixed effects (e.g., firm × family, firm × year, and family × year). The results are similar. 25 Holdings are reported quarterly and hence there is some, though limited, variat",3
JoF_2000_2021_full_text\311.txt,"is most severe for borrowers that are least likely to be concerned about future credit rationing, namely, W‐2 borrowers with low FICO scores. C. Income Falsification and Mortgage PricingThe previous sections demonstrate that low‐doc loans to borrowers with low concerns about future credit rationing are riskier due to income inflation. In this section, we examine whether the lender priced this risk. To test this hypothesis",6
JoF_2000_2021_full_text\313.txt,"e results are again qualitatively unchanged. The main results pertain to the withdrawal behavior of depositors during crises. One may be concerned that the differential results across depositors reflect different volatility in the deposits of these depositor types, which would be equally visible in noncrisis times but may not be perfectly captured by the control for depositors’ liquidation history. To test this hypothesis",6
JoF_2000_2021_full_text\316.txt,"We further hypothesize that, due to this provider influence, fund addition and deletion decisions may be less sensitive to the prior performance of affiliated funds as mutual fund families have an incentive to smooth money flows across their funds with differential past performance.",2
JoF_2000_2021_full_text\320.txt,"Hypothesis 1: Political uncertainty is priced in the option market. That is, IVD, VRPD, and are all positive, on average. Hypothesis 2: The effects of political uncertainty are larger when the economy is weaker. That is, IVD, VRPD, and are larger when the economy is weaker. Hypothesis 3: The effects of political",3
JoF_2000_2021_full_text\320.txt,Hypothesis 3 is not statistically significant. A. The Average Price of Political UncertaintyWe begin with Hypothesis 1. Table III shows that the average IVD across all 271 political events is 1.43% per year (). The averages for the election and summit subsamples are similar in magnitude and also significant. The,3
JoF_2000_2021_full_text\321.txt,We first test the hypothesis that firms export more to and import more from countries with which they have stronger local resident networks.,5
JoF_2000_2021_full_text\331.txt,"we cannot reject the hypothesis that the conditional correlation is zero on average). Second, the correlation is persistent and clearly time‐varying; it changes signs multiple times during our sample and has a sample standard deviation of about 0.4.",5
JoF_2000_2021_full_text\334.txt,"Hypothesis 1: More entry reduces the average realized value of entry. If an uninformed entrant's signals about segment k are sufficiently strong, she prefers entering that segment even if the informed entrant entered segment j. That happens only if the informativeness φ of the signals is sufficiently high, so th",3
JoF_2000_2021_full_text\334.txt,"Hypothesis 2: An entrant's realized value of entering is on average lower if more entrants entered a different segment. In our model, each of the N potential entrants could enter, if all signals are high. In practice, demand in any given market is limited, so increases in demand offer limited scope for entry, pa",3
JoF_2000_2021_full_text\334.txt,"Hypothesis 3: More entry reduces the average realized value of entry. Note that Hypothesis 3 makes the same prediction as Hypothesis 1, but for very different reasons. Note also that Hypothesis 3 focuses on (unanticipated) competition from hotels of a similar vintage, so its tests require that, when measuring a ",3
JoF_2000_2021_full_text\334.txt,"Hypothesis 4: An entrant's realized value of entering is on average lower if more entrants entered the same segment. Thus, while Hypotheses 1 and 3 make identical predictions, Hypotheses 2 and 4 make different predictions. This allows us to distinguish empirically the validity of the herding and competition negl",3
JoF_2000_2021_full_text\334.txt,"Hypothesis 2 (herding) predicts that Entrants (other segments) has a negative impact on a hotel's performance. Conversely, Hypothesis 4 (competition neglect) predicts that Entrants (same segment) has a negative impact on a hotel's performance. When measuring a hotel's performance, we control for the number of ho",3
JoF_2000_2021_full_text\334.txt,Hypothesis 4 and thus for competition neglect driving underperformance. The number of entrants in the same county‐year (year h) and the same segment as a given hotel i does not seem to have an important impact on that hotel's long‐term performance. The number of entrants in the same county‐year but in other segm,3
JoF_2000_2021_full_text\334.txt,"Hypothesis 2 and thus with the herding explanation. Conceivably, our definition of what constitutes a “market” may be regarded as too broad when relying on a county. Earlier studies on the hotel industry have regarded counties as markets (see Freedman and Kosová (2012)). However, hotels themselves may not necess",3
JoF_2000_2021_full_text\334.txt,"Hypothesis 2: an entrant's realized value of entering is on average lower if more entrants entered in a different segment.In sum, it is possible to empirically separate the motivation of entry (the likelihood of entry being motivated by herding) from the effects that intense contemporaneous entry has on a hotel'",3
JoF_2000_2021_full_text\338.txt,"we hypothesize that γ is smaller for larger segments. This applies to both relative and absolute segment size. A particular advantage of our conglomerate setting is that we can use variation in segment size, both within and across conglomerates, as an additional source of identification in our empirical work.",2
JoF_2000_2021_full_text\343.txt,"irm's exposure to announcement risk is the timing of its earnings announcement. For a given period in which all firms report earnings, such as a calendar quarter, investors should learn more from firms announcing early in the period than from those announcing late, making the former riskier and thus resulting in higher expected announcement returns (we confirm this intuition formally in our model). To test this hypothesis",6
JoF_2000_2021_full_text\346.txt,we cannot reject the hypothesis that any of the individual model moments differ from the moments in the data in one of our estimated models (see Table II in Section B.). The model also delivers an equity premium of up to one‐half of the value observed in the data.,5
JoF_2000_2021_full_text\347.txt,"We can reject the hypothesis that return predictability disappears entirely, and we can also reject the hypothesis that post‐publication return predictability does not change. This post‐publication decline is robust to a general time trend, to time indicators used by other authors, and to time fixed effects.",5
JoF_2000_2021_full_text\351.txt,"We hypothesize that an increase in short‐selling potential helps uncover aggressive reporting, that is, δ > 0. This leads to our second hypothesis:Hypothesis 2: Conditional on misreporting, pilot firms are more likely than nonpilot firms to get caught after the pilot program begins.",2
JoF_2000_2021_full_text\351.txt,"Hypothesis 1: Earnings management in the pilot firms decreases relative to earnings management in the nonpilot firms during the pilot program. C. The Impact of the Pilot Program on Fraud DiscoveryIn developing Hypothesis 1, we assume that the pilot program had a substantial enough effect on short sellers’ activi",3
JoF_2000_2021_full_text\351.txt,"Hypothesis 2: Conditional on misreporting, pilot firms are more likely than nonpilot firms to get caught after the pilot program begins. A challenge in testing Hypothesis 2 is that we do not directly observe the conditional probability of detection, but rather the unconditional probability that a firm both commi",3
JoF_2000_2021_full_text\351.txt,"Hypothesis 2 then implies thatOnce the pilot program was announced, Hypothesis 1 implies that managers of the pilot firms endogenously began to adjust to the higher conditional probability of detection by decreasing earnings management, that is,The pilot program therefore has two offsetting effects on the uncond",3
JoF_2000_2021_full_text\351.txt,Hypothesis 1 using our primary measure of earnings management based on discretionary accruals. Panel A reports results for the balanced panel sample defined in Section II..A. The mean Discretionary accruals during the three‐year period before the pilot program (2001 to 2003) is −0.004 for both pilot and nonpilot,3
JoF_2000_2021_full_text\351.txt,"Hypothesis 1 implies that these results reflect how the prospect of short selling curbs firms’ opportunistic reporting behavior. In this section, we evaluate several alternatives to this explanation.C.1. Growth, Investment, and Equity IssuanceGrullon, Michenaud, and Weston (2015) document that financially constr",3
JoF_2000_2021_full_text\351.txt,"Hypothesis 2 predicts β1 to be positive. Equation 7 represents our cleanest test of Hypothesis 2. If we assume that pilot and nonpilot firms are equally likely to commit fraud before the announcement of the pilot program, Hypothesis 2 implies that the unconditional likelihood of getting caught is higher for the ",3
JoF_2000_2021_full_text\351.txt,"Hypothesis 1 implies that pilot firm managers will have begun to adjust to the pilot program by decreasing earnings management. This decrease in earnings management will at least partially offset the higher conditional probability of detection for these firms, implying a smaller gap between the two groups of fir",3
JoF_2000_2021_full_text\351.txt,"its nature, short selling facilitates the incorporation of negative information into stock prices (e.g., Miller (1977)). We therefore expect a decrease in the cost of short selling to accelerate price discovery after negative earnings news. This implies that pilot firms’ PEADs following negative earnings surprises should be smaller in magnitude than those of nonpilot firms during the pilot program. To test this hypothesis",6
JoF_2000_2021_full_text\353.txt,"However, the opposite applies to the entry rate of large firms. These findings suggest that the mechanism documented in this paper for the trucking industry can be generalized to the cross‐section of sectors.VII. ConclusionThis paper examines whether financially stronger firms have a comparative advantage over their constrained rivals through their ability to extend trade credit to their customers. To test this hypothesis",6
JoF_2000_2021_full_text\356.txt,Hypothesis 1: Financial institutions have a larger incentive to sell downgraded positions held at MTM than otherwise similar positions held under HCA.General Hypothesis 2: Financial institutions holding downgraded positions under HCA have a larger incentive than institutions holding these assets at MTM to sell u,3
JoF_2000_2021_full_text\356.txt,Hypothesis 1 can be restated as follows:H1a (between‐insurance‐type): P&C insurers are more likely to sell downgraded assets than are life insurers. H1b (within‐life): Life insurers domiciled in high MTM states are more likely to sell downgraded assets than are those domiciled in low MTM states. We also test the,3
JoF_2000_2021_full_text\356.txt,"Hypothesis 1 is consistent with the predictions of Allen and Carletti (2008) and Plantin, Sapra, and Shin (2008). 20 It is important to draw a distinction between the accounting rules followed by insurance companies in producing their financial statements for investors (GAAP) and the statutory accounting princip",3
JoF_2000_2021_full_text\357.txt,"we cannot reject the hypothesis that house price growth from 2007 to 2012 was the same in judicial and nonjudicial states. Foreclosures had a strong negative effect on prices during the heart of the Great Recession, but the effect appears to be reversed afterward.",5
JoF_2000_2021_full_text\357.txt,we cannot reject the hypothesis that house price growth was the same in judicial and nonjudicial states.,5
JoF_2000_2021_full_text\359.txt,"fect on the standard deviations computed by our matching procedure. In fact, the standard deviation actually decreases (the z‐statistic goes from 2.11 to 2.32). B.6. Chaebol Liquidity and Postcrisis Chaebol Investment As explained in Section I., under the internal capital reallocation hypothesis one would expect the lower decline in postcrisis investment to be driven by chaebol with high liquidity. To test this hypothesis",6
JoF_2000_2021_full_text\359.txt,stment opportunities or other stories that apply equally to chaebol and control groups. B.7. Alternative ExplanationsWe next explore two alternative explanations for our investment results. The first is that chaebol firms are less sensitive to risk changes than similar control firms for reasons that may not be associated with the operation of internal capital markets in the aftermath of the crisis. To test this hypothesis,6
JoF_2000_2021_full_text\359.txt,"at chaebol transferred cash to member firms with the greatest investment opportunities, and that chaebol investment decreased less than investment by similar control firms following the crisis. If these two findings are related to each other, then investment growth should be larger for chaebol firms that received equity transfers (those with the highest investment opportunities within the chaebol). To test this hypothesis",6
JoF_2000_2021_full_text\365.txt,"Hypothesis 1: Informed and uninformed traders will substitute nondisplayed orders for displayed orders in the iceberg and hidden markets. In the Boulatov and George (2013) model, all informed traders supply liquidity when liquidity is hidden, while only some informed traders supply liquidity to the market when l",3
JoF_2000_2021_full_text\365.txt,Hypothesis 2: Informed traders tend to provide more liquidity when they can use nondisplayed orders. B. Liquidity and Informational EfficiencyThe state of liquidity and the informational efficiency of prices in limit order book markets are endogenously determined by traders’ order strategies. The aforementioned ,3
JoF_2000_2021_full_text\365.txt,"Hypothesis 3: Total depth and BBO depth will be larger in the iceberg and hidden markets, while displayed depth will be larger in the visible market. Other dimensions of liquidity are spreads and volume. Here, the models produce conflicting predictions. Buti and Rindi, in an economy populated only by uninformed ",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 4: Allowing nondisplayed orders would result in changes to the quoted spreads. In Moinas's model, greater overall depth translates into more trading, and hence volume increases when nondisplayed orders are allowed. In contrast, Buti and Rindi show that volume decreases because iceberg orders increase ",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 5: Allowing nondisplayed orders would result in changes to the volume of trading. The informational efficiency of prices cannot be investigated in the Buti and Rindi model, and is not explicitly addressed in Moinas's model. In Boulatov and George (2013), increased competition among informed traders wh",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 6: Allowing nondisplayed orders would result in greater informational efficiency. C. Overall Impact on TradersIn general, the literature finds positive effects arising from the ability to hide orders in markets. Buti and Rindi, for example, argue that lower exposure costs in iceberg markets lead to gr",3
JoF_2000_2021_full_text\365.txt,Hypothesis 7: Liquidity traders would be better off in markets that allow nondisplayed orders. II. The ExperimentWe now describe the experiment and the specific features of our markets. We begin by defining terms. A cohort is a group of traders who always trade together. A security is a claim on a terminal divid,3
JoF_2000_2021_full_text\365.txt,Hypothesis 1 posits that informed and liquidity traders will substitute nondisplayed orders for displayed orders. Panel A of Figure 2 presents data on DLO and nondisplayed limit orders (NDLO) submitted by the two trader types. The data are consistent with this hypothesis: both trader types decrease the submissio,3
JoF_2000_2021_full_text\365.txt,"Hypothesis 2 posits that informed traders will provide more liquidity when they can use nondisplayed orders. What we observe, however, is that the submission rate of informed traders’ limit orders is rather similar in the hidden, iceberg, and visible markets (p‐value = 0.083), which does not provide strong suppo",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 3 posits that total depth and quoted depth will be larger in iceberg and hidden markets, while displayed depth will be larger in the visible market. To investigate these issues, it is particularly important to distinguish between what is actually in the book as opposed to what traders observe when wat",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 3 concerning total depth, and suggests that giving traders the ability to control the exposure of their orders enhances this aspect of liquidity. More insight into this result can be found by decomposing total depth into depth from displayed shares (DispDepth) and depth from nondisplayed shares (NDisp",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 3 that displayed depth will be larger in the visible market. Still, the number of nondisplayed shares submitted to the book (particularly in the hidden market) is more than enough to offset this effect (regime*time p‐value < 0.0001), so total depth is greater in markets that allow nondisplayed shares.",3
JoF_2000_2021_full_text\365.txt,Hypothesis 3 also predicts that depth at the best quote (BBO) would be larger in markets that allow nondisplayed liquidity. While displayed BBO depth decreases in the opacity of the market (regime*time p‐value = 0.0073) and nondisplayed BBO depth increases in the opacity of the market (regime*time p‐value < 0.00,3
JoF_2000_2021_full_text\365.txt,"Hypothesis 4 predicts that quoted spreads will differ with opacity regimes, but we do not find evidence to support this hypothesis. Instead, we observe in Figure 4 that the “true” time‐weighted spread is remarkably similar across the three opacity regimes (3.7, 3.6, and 3.5, for the hidden, iceberg, and visible ",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 5 predicts that allowing nondisplayed orders should result in changes to trading volume. As with the spread, this hypothesis is based on two conflicting theoretical predictions (in this case, from Moinas versus Buti and Rindi). Here as well we find no evidence in support of this hypothesis, perhaps su",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 6 predicts that allowing nondisplayed liquidity would result in greater informational efficiency. In general, informational efficiency is the outcome of many actions by traders whose strategies drive prices toward the true value, so to address this issue we need to link traders’ actions to price movem",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 6 in that rather than improved informational efficiency when nondisplayed orders are allowed, we find either no change (for most of the trading period) or a slight worsening (at the beginning of trading) of informational efficiency. E. Trading Profits and Trader PerceptionThe previous two sections rev",3
JoF_2000_2021_full_text\365.txt,"Hypothesis 7 predicts that liquidity traders are better off in markets that allow nondisplayed orders. To investigate this issue, we look at two dimensions of trader welfare, namely, their trading profits and their perceptions of the fairness and preferability of the different opacity regimes.As is typical in ma",3
JoF_2000_2021_full_text\371.txt,"Hypothesis 1: Borrowers are more likely to draw down a line of credit if their creditworthiness has deteriorated since origination than if their creditworthiness has improved. Empirical evidence: While we cannot directly observe spot market spreads in the loan market, we can observe how a borrower's stock price ",3
JoF_2000_2021_full_text\371.txt,Hypothesis 2: Upfront fees and the AISU (commitment and facility fees) are increasing functions of the volatility of a borrowers’ creditworthiness. Empirical evidence: We use the realized volatility of the borrower's equity return over the year prior to the loan origination date as a proxy for the volatility of ,3
JoF_2000_2021_full_text\371.txt,Hypothesis 3: Upfront fees and the AISU (commitment and facility fees) are lower for lines of credit that include a spread‐increasing PP schedule and higher for lines of credit with a spread‐decreasing PP schedule. Empirical evidence: We document that 52% of all credit lines contain a PP schedule. PP can adjust ,3
JoF_2000_2021_full_text\371.txt,Hypothesis 4: Lines of credit with a CBO are more likely to have a facility fee and less likely to have a commitment fee. Empirical evidence: We test this hypothesis and report the results in Table VI. Panel A (Panel B) of Table VI shows the percentage of loans with a facility fee (commitment fee) for loans with,3
